date,headline,url,source,topic
2026-05-19,Vital Farms (VITL) CEO adds 500 shares through 2020 employee stock purchase plan - Stock Titan,https://news.google.com/rss/articles/CBMirgFBVV95cUxQd09rczBDNHNxNjVsZnNPVjFUMFdhSHM3cm5sdldlbURnQm9rbkZZbUtsRW1GQVZGUXhXTWNWZ1RZZ1F4LXhRWk42U0VrSGJWMF9vN2dWdFdaVUZNZ3lFZm4xT09MeWxTanV0ZTN6V2JRRGM4TmlKSmZQeUVJdUp1czB0ZUU2S1FiazZrbmFva0JSLU9tZFBCWkE3bmgzQlR6M0VweEZjZk1iUGZybFE?oc=5,google.news,financial
2026-05-19,"Vital Farms (VITL) CFO adds 500 ESPP shares, now holding 75,977 - Stock Titan",https://news.google.com/rss/articles/CBMirgFBVV95cUxQWllFQXZCRHYtMU42eWlJdW5Zc0Z4VnVNMnFQT0hlaGxhWlpaV1EwM1dCMEJhaERab0pHSEdNS0RyNFdrSEJDUjUtU2lXTmJqWWVlSGpiZjZaa1p0MVFkN3kweTBfZDhuQzZoTUxaQUt2VDFyQWFDNFgzMEdzenhRLVF0VWtWWkNVYUJIOWgxRlFxbVpHb2RFR1hJdmhBNkdQTEVac094THFiZDdrMWc?oc=5,google.news,financial
2026-05-19,"Stephanie Coon Buys 5,895 Shares of Vital Farms (NASDAQ:VITL) Stock - MarketBeat",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPT1RpcVEzRHNSczZqQzNEXzFVNHVCQ2hJM0RKRkQzQXByYU5SSF9sb25IaUJOTDN1b3BBTVBjc2JiaHF2VXRRbWJ5RTc1dG1yNzdkb3JCSnRteWxGN01PU3dUOUUyczJoblU2LU5JRUw2ZklGeDZGc1RKeWY2MHlMV0ZULUFteERObUFqOEcyVjVBSmVrRGRKd0hYM2JhOGNpMGNmYUJEUlVQU2tUdktVQ2Qzb0poTXM5?oc=5,google.news,financial
2026-05-19,"VITL UPCOMING DEADLINE : The Gross Law Firm Alerts Vital Farms, Inc. Stockholders of Securities Class Action - Contact the Firm - PR Newswire",https://news.google.com/rss/articles/CBMijAJBVV95cUxNTDNheDh5R3ozblF2TTIzRC1Ra0RzUzlRUHg1ZER2dm1zU1V2cURzMFl6Z2ZFc3JmeFhsbXI1Qmc0amZiTzlYdUh0VkJlN2xxRDRuT2VnVGpSZk1NQnVRMTdxeG1WbWpRWTlRWUs5aVpqanAxdEtWaU5QNmJiemVDZFJyeEp4OTh5MnMwYWZMV3NYOTB1NUphXzBLX2doZ0FNeGtnSDNja1NDMERvSU1lQS1wanNROFp1WUdzOWFqTzY5azdkenRhT0kwdWYzakNzRHJmd0g3cktSYXJxM1VFelF3SUNNVDAyV3Q1dV9SM2RXdVEyY0hKNWd0MkdjUkVKNUxNTGVmRHBRZzlp?oc=5,google.news,erp_lawsuit
2026-05-19,Insider buying at Vital Farms (VITL) as CSO adds shares and grant - Stock Titan,https://news.google.com/rss/articles/CBMirgFBVV95cUxOZVYtNXNwaU13U0tsLU55YlFlTXV1cEFpUUJJU21fd2pCTW96N2d4UUVEOWhLdW5oeFRnNFoySDdHRnJpTENWQ3FESnRyY2UwX181SVpENVpSOVkySnF2T21FMlJkQVJWQnhwRXRJbWhlSFM4LUt6QWVhVUF4YzF5SWtrU3NHZm0tbDc3dnBBTFozcFczWEo0WWRqN05SczQwV2VNS1o5NGZNSWIzeEE?oc=5,google.news,financial
2026-05-18,"VITL Deadline: VITL Investors with Losses in Excess of $100K Have Opportunity to Lead Vital Farms, Inc. Securities Fraud Lawsuit Filed by The Rosen Law Firm - PR Newswire",https://news.google.com/rss/articles/CBMisgJBVV95cUxNTnVobVRyeGRxVE1HeXRWWTRwdjU1bXllU2czNjRSVEhodUpmYjJmeE51VVpGR1p5OXVJQ3ptRVpseWxUVGJuU1hTR243Z01pVVgxbWZmekRtWGg0eGF1Sm4xb2k3dERabkx1dXZWSEFTTldPOTl2azlEeTkxNm15Zlg4Q1ZieW9XVHhaLUlxMWpfQzE2VWNsbFRlTDFvQWJYZUEyOVNUNDQ2M2RyNmVSOEFMekJDWV9lQzBxekdNdktzOWZkdzB4ZXN2YTRwWmF0N1l2NGZBUWdPZUxEcUh0aTFvRTU3cjBxSDRYdWZuajZ0SFdhazZlWHRVVjZ1OWVGRE9YU2ZBRkFVTjUtMXZHd2MxXzA0RHM3Q1Y1NmdLSHRUblJTcnZlazVtM1FITzdDS3c?oc=5,google.news,erp_lawsuit
2026-05-18,"Vital farms director Kennedy buys $21,000 in stock By Investing.com - Investing.com UK",https://news.google.com/rss/articles/CBMisgFBVV95cUxQaXpvT0xRZDNLMVJUZnRVS3lINGNUU2RLUy1VRGNiMlN1WlAxcXU5b3dnSmlzX09MRER6UFRNT2Zaa2JxNDdUaHpQRVFpYWJIMEppV2RsOHd3WkQ1M3ZVcnV2a0gwbElJaEtsQnIyNDRNMUIxaVpSSk5qYmpPdktVTDUyWHN2X0pPdFc1S2xuZ1JuNk5XTGtiWFlua2lMbGozQmpjNTl4YlRVa3ByU2NDSTRn?oc=5,google.news,other
2026-05-18,Minnesota sees two more flocks infected by avian flu - WATTPoultry.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNVjVFdzFYYk9lekJyWkpXajI0Wl9YRHhrT0pDUmx1WmYtVUZ0VTJmRTN4b3lNT2F0ai0ybkJ4c0F3ZlAyY3VZZmJMcnVuQlBwOHNqRnZhSGlfOE01aTNzRkdmMHNycjNtLWh0SzluOWlmajNfWHJUOFJxeFliUTdYNlA1LTBDZGRMdWRwanl5eDdDYzFTbHMtS19WcHZHRjA3OVVaMVEyeWtrZmJFaUhYYS11V1BKVk1TclRFU21iZmtpMmZLOEI5NktsbnRJS3lvaTdv?oc=5,google.news,supply
2026-05-18,Biosecurity Alert: HPAI Update May 2026 - Morning Ag Clips,https://news.google.com/rss/articles/CBMiekFVX3lxTFBFSV9sTGM2VzBLck9MakxHcVV5TEs1c3Y2bHpTYnd2SDhlYXJSOUU1cVZCZkE2bFMyNmVDY2hhYjhpTDFUbzVtQTkzcXBmNXgzcTVOaldmZ3piXzVvSWpIaW1xS0s4WUQ4WUR4X2xrWi05bE5iMHZZTmRR?oc=5,google.news,supply
2026-05-18,"Vital Farms director Cyr buys $51,120 in common stock - Investing.com India",https://news.google.com/rss/articles/CBMitgFBVV95cUxOQXNRVjZxSS1IRVBteklfWkZNS3cza2s4RnFFYndtSERBMHVwYVhyVVpxQWU1VkxYSHEtY29HQkY5MnlEWmp1YXNfUFJERlUzZ1l3QUQ3Uk14YVhNc256ZXcwZEZqcXZ0QmFOOTBTWTZSOHk4eDZJY2JBU3JicjFyT0NNcDNOU1RTRFJudWVJMEtYVnExZE14OVNPLU1UODkxaUNCUnBLb1F0TjBKNnRwNm9meEZpdw?oc=5,google.news,other
2026-05-18,"VITL Investors Have Opportunity to Lead Vital Farms, Inc. Securities Fraud Lawsuit with the Schall Law Firm - GlobeNewswire",https://news.google.com/rss/articles/CBMiiAJBVV95cUxNU0dLcklXSDZxTFVkbGoxckNPT1UzOVVmZU95R19OTTY4T1lyM0M0cUdMMzNKRGdfcXU2aXNKWFhLQlpNRXdVcXQzRUlhZ3dnVGphX0pQRFRydjl0OFRhYTd1MkNrLTV5T2xfb0tVRS0zQVVyaThNYzIyc0hUNGxoTE1iQUlSSWs4N2xROS00dDcxVmx5Zkh6czFzeDQ2YldGNzdoOHktS1J3YzZuV3NZOUVCcE84VUdMcWh5X1NvV2RkQmRkcmw5VGk5Vng2Rll3b2tKR1NINWw4bmYzMnFzYmUxcXd2MXFYeFl5b19GS29ucjBadE9XOXBJS1hzVjVCNXZ5Nm1EOGQ?oc=5,google.news,erp_lawsuit
2026-05-18,"VITL DEADLINE: ROSEN, LEADING INVESTOR COUNSEL, Encourages Vital Farms, Inc. Investors with ... - Caledonian Record",https://news.google.com/rss/articles/CBMi_gFBVV95cUxOV2NiMVRyZURVck1temFvWHBGWWVJYVo1ekR3UUZ5WWlHblI0X1FEcWE2UEFrRnh4SG92c01JQ0xrMGlyTDR1WWlBWmZ5VDhLbEtQYkgxYjB1UmwwdWp1S1VzamJjdFl1NHNLcldhY2ZrSmF6VHBxSUZ1dVlKN2N0aU5JblF4RGtmYl9tT0FodXJuMHd3LTdsMVVsYnJVRlljRU9RbE4yN21pbjR5aWdhTlhwMWR6SlpsWk80eElvTjVlX1JGWmg2MnhmTnRKNlRHVFZyWHZ2VmYzT21fSHVGYkJpaGZMa3VjMDh1TmtiQWQ5d1V2di14QWlKYkVFdw?oc=5,google.news,other
2026-05-18,"Vital Farms (NASDAQ:VITL) Director Purchases $21,000.00 in Stock - MarketBeat",https://news.google.com/rss/articles/CBMisgFBVV95cUxPbFF1Q0puSEoxQjFwQmJReF9NanNJNVlwc2ZyZlZNclBfS2JjSmV3YUVtY2g0VG01ZFUyTXZBcWV6RUFmbUtMYk9RYmVscGZvQXRCbVJmUnpIUTgwLXhqbHZWZmRZMWxrUjlsSXZCQzl0eFFlejNMQzNPc2ZUei1HUFF2OFRMTnFOU2lhU2ZYa05zbWc4X2VCVW9mbTBjREM1OVRKQ25EUDNxdkxqLUpldmNR?oc=5,google.news,other
2026-05-18,IFA warns of egg shortage on shop shelves - Irish Farmers Journal,https://news.google.com/rss/articles/CBMikgFBVV95cUxQenZDZC1iUEdtUmlNVGk0WmhLY2pGRTRBQS1aM2VJMlNKQm9RVkdVU0FOYlo1NHdXeUsyTFo4bWhmNlZYOXp2Vlp6Y1F3VUhTak0xNEVHRGxqYXlWNEpnQXNwclRaSjR2VXFsN2VFX0VjU3ozYXRuQUw5eUdTbkdpR0daTXF3OXpadVVBS2hxNnZmZw?oc=5,google.news,supply
2026-05-18,"Insider Buying: Vital Farms (NASDAQ:VITL) Insider Buys 3,500 Shares of Stock - MarketBeat",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQX2l3c3EzanZhQ2d3Q0FCRnh3cjdBTHBUMGQ3QjQ5SVJoTWY4ZmVJOFdoS3l3OWxuRGpURnBERWZtYnRjRTVqR3BQeHdENklmSjdib1EwV2YyY01sTXB3UFlmeHNHOElLM2E1S1F6Q0VuNVE1OFBlZzRDRHZHUnFLcWZGMlY1YjJKenBaZzFHeVV2N3BDWi1xRUtZSDdfcEF6M0NOUHBvaWRLYXZ5VGp3Z3BPd3U4X1NmeEM4Q1E4OEJUT2M?oc=5,google.news,financial
2026-05-18,"Vital Farms (VITL) supply chain chief buys 12,484 shares at $8 - Stock Titan",https://news.google.com/rss/articles/CBMirgFBVV95cUxOeV95eDY3bzJ3U3BubjdSLWxpZ3EyUFBlcGxVbmlzSGVUOFdSeFV6TlBXVXJ6UDVUb1pBRjFBWFQzWXEtMFRWWHEwWXVZR2Q2UEtGQ2FBcUFhWVdoa0h0TmNXMWpVUkNFZ050eVVYZ3lteXRRTVN6YmVwRG5EbE9wSFpsTkloOXMtR2ZSRGRFMmJFTmpfT1NwSjBxOGZ0Q0hWMlZ1d2IyYnNsQ3ZoZnc?oc=5,google.news,financial
2026-05-18,"Director at Vital Farms (VITL) buys 2,500 shares of stock - Stock Titan",https://news.google.com/rss/articles/CBMirgFBVV95cUxOS1BrX1c3M0tub21aVjdLVjRBUmxiN255MU5Cc3diN1NFR2ZDTkJ1TjN4SnB6YUJERDhsRHFfcE9NZ1pnUzViNGxwa1AyRXM4TlRyWUdQajBLbUZlUlhTUEFRX0RSRXE3dHZkbW5WSkdjaEhpX2tXMXBwRXVOOEV6dVM5Z0ZVSXFxSVpqLW1KVi0xc2s1MmNmR0taQV9uaEhwY2V5ZjRZbEZUTnY4U2c?oc=5,google.news,financial
2026-05-18,"Director at Vital Farms (VITL) adds 6,000 shares in open market - Stock Titan",https://news.google.com/rss/articles/CBMirgFBVV95cUxQcDdrazZHeDVSZWdkT0VpcFpDRnpGaDZyX1hKOHJ0NHk4TktMMG5SZWR5cGJ0Z1hvcjhHQkZvdEpyWHVJLUhyOTV1RV9OYVc4U0xJNzE5VFh5cng5X1RhTF9GTm8zeGtoS2w2bTY0U0Z3MFFDblg1UksyOUJhSmZlakdMNjlSWnpXQWM1UWNCZlFVTlBTLXdiZzhRS2NrcGF5T3AwNGNLczhvTUtOS3c?oc=5,google.news,financial
2026-05-18,"Vital Farms (NASDAQ:VITL) Insider Purchases $99,872.00 in Stock - MarketBeat",https://news.google.com/rss/articles/CBMisAFBVV95cUxPdXZnSTVkSWFicmxJd0lKM3Z6WGQxd1JWQW9Rclp0MVlyX1NUYVRWMmZNT3dFbm12bUZYaUliUHQzUnQwZnlJMXZtN001MnRzTl9IcFIzc2NmSmQweThJMU5MUkZUQjl2YndydUNzSmhPMGN0SXdGS0hTUzdRenFtbnR4eGd0LWtFbDFDN3VvLVhfN1ZhS3VVT1dSMWh1eV8xU0M1TS15QXowMUhNdFFMSQ?oc=5,google.news,other
2026-05-18,"VITAL FARMS DEADLINE MAY 26th: Bragar Eagel & Squire, P.C. - GlobeNewswire",https://news.google.com/rss/articles/CBMi7AJBVV95cUxNNDRtZlRxTGRtUzY1MmZHQl9GY0dSNW5hd2lRcWs1NmtLOXUwaHg3SVdWcEVrUkJUOGV1b3BGQ1FObVIweTFPSG5QTmtYR2hLamhsZmp0aGpjZDAyaU5hNEc1bDBIdlJielRNbWluUmJXVFRNemVGQWxLMEFkYWNMSW1hV3ZPREVGOEdwNkhYeUUyMUtmRl9rYUVEajBDLVBKODJFUl85bklHZFM1WHJ1Z1REcXpndkwxNGtmbUdzcHBvQTRMRHY5aXk1T3J5REZDcG9JM29qQjNCZ21WQzNFN2RjZGgzVjNpbUZZbmRyb1lvQWlZY2w0Q3FjOFV5dGM2eTBOT2NkSnZMUUtZd0lLRk5aY0YwYU90ZlRCQUd0YnpoTl9aRl9KdGNEZXlNS0JXTUVESjg4Q2xfR1dPN0RLN2hZLUlwaWY3RHBQTFhfZURkS3lMc2NacTdCVTd0UG53NncweVZReG45bzB5?oc=5,google.news,erp_lawsuit
2026-05-17,"Vital Farms, Inc. (NASDAQ:VITL) Receives Average Rating of ""Hold"" from Brokerages - MarketBeat",https://news.google.com/rss/articles/CBMixwFBVV95cUxNYUU3Sml2S0ZGei1yWTdOVUJORlpBYW9Pb0dQdE1jVTQxSTlKTlFMR0JZQnNrNVA2dmZodmt1VG05OWllRUtxTktVM3VUVGtSNTNYNkJkSGM1T2xKOU5pR2w1MFRtRE8yNDFFR21obGhMbk9YQ3Bxc2RDM0VzTTJVbGU3ZF9VVGdjeG9Ucjl1UEhnX1ppb2pENU1wQmhNZkdyZjhnU0w2Sjh1OF9HYWVYaTNVcDNpWjhVSHBRSVN0cFdUTndxUlh3?oc=5,google.news,other
2026-05-16,Understanding Momentum Shifts in (VITL) - Stock Traders Daily,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPdm94TUEwLXllVjhPazdqcDB0Z2hOLWVncE5ENkVOZUpVdGVmSUpEd2UxeWdQLXdUX2l2d2VmYXFxUmItN3d5Y0FUaFJUa1h4eVVmZkR1N3drTWdWellKeUFURU54OF9xY1pYZ2kxZjZzcjhwV3NITEg0X1pTQ2tvSjIxLTByNXBIRi1KY0lwVlhCSTItRFlHWk5oMkRUUE1qY1NRbVp1M0I3bEJpd2NIRlhBb3RBUGp5?oc=5,google.news,other
2026-05-15,Vital Farms (VITL) price target decreased by 44.93% to 15.50 - MSN,https://news.google.com/rss/articles/CBMisAFBVV95cUxPb3RSSnlTSGNQTWg0N1BXTW10WEIyNDhSSzdMNUZsd3ZpUVFuVTlSdlhZc1pzNk9lQ3FIUGNrMGRKbVpLYWFmTVdyaHc0MFIwNWZqWmNhdGpnYlZkaUdhS09fUDEwN0ZWanRBT2RaZmZUOHBqRzJaYTNpLVFrenJlUnN1NG80MG53ZThhWlVoQ0pUSkJRZnhYaTM2WmJpU1AwQ09oSEsxbE9BMkxjdzA5VQ?oc=5,google.news,other
2026-05-15,"Vital Farms (NASDAQ:VITL) Director Denny Marie Post Acquires 3,000 Shares - MarketBeat",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNVnAxZDZwTTYycS0tMGJ4LTBhUl9FSUZKM0xfTXVYSFdLSU02bmNjN21jdnFILVEtU0lSNEtUZ3pXWVNWdmI0RkpXM1pXNG9aaDJwcjQ5anM4YVRoWHlpRm1uaFdnbHRCNV83THdETHBxLTZqUDN5SFNNcUtTN0RmSjY3Ui1zU0I2UW9PdlBSYnozZEhUME0xcVhaNTcyOGlFQm5pSWphZUtZalBNYTlTWU1VZVg0TE9Yc2lMa2xtUlA?oc=5,google.news,financial
2026-05-15,Cat-to-human transmission of highly pathogenic avian influenza virus confirmed - DVM360,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOTGxTN2xMYmRMZFlHQzVGekw4anRuZ3BITjNRV1gtVnVwWGtoZUpNaVBUdmFZajRKeHdYdzNjS2t5TGFrUXR1RGRWb2xDNVlzZFc0LW5JSVM1TmgwVmJ3TV9EX3J3ZmJkeVMyMnhNWF8wbUExVlpXOXk4R1ZudFc2OGRXTVBpMnpHZkFDcTJoSVJTd1ZIT0M1NE0xeExUdHozaWNBYm55dHU5Zw?oc=5,google.news,other
2026-05-15,HPAI testing no longer required for dairy cattle shipments from Indiana - agrinews-pubs.com,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNNEFSemxoQmRBdFZQeWhraFZMc1Utck0yNlljVFFaeHlZTTltVldEaU04eGlJMmlfTW5oRThNeU1Ja0ZHWTdzb3RaUFRTUFJHamhHVzZtRDFCSjVZQkVGcUUxZWhsanBYVC1zUUJLUHdFZTJ0TDc1Y2V6WjNpTmdkbU53TXllaFBRYzVUamNpaE1heVJtNkJ3QUVxNy1FZkhoX3FjNlM4TTZxcU80MmNfTk82NXRMYlUwSjJjM1hJd18?oc=5,google.news,supply
